scenario,time_sec,iops,in_steady_tail
Job4-Depth64-L2P_in_HMB-WB_Disabled,1.619,40760.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,1.669,43520.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,1.719,41400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,1.769,42020.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,1.819,39100.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,1.869,42160.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,1.919,41440.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,1.969,41160.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.020,42460.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.070,44400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.120,43420.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.170,45020.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.220,43560.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.270,43980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.321,43520.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.371,43320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.421,44960.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.471,40980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.521,41460.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.571,42400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.621,43980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.671,42860.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.721,43800.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.771,44100.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.822,41180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.872,43040.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.922,41360.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,2.972,43080.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.022,43120.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.072,40760.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.122,38080.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.172,41220.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.222,43280.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.273,41480.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.323,41720.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.373,40720.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.423,42320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.473,43640.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.523,42740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.573,43740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.623,43000.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.674,42320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.724,40640.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.774,41920.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.824,41400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.874,42260.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.924,39360.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,3.974,43420.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.024,42780.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.074,42260.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.124,43160.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.174,44280.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.225,43320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.275,43620.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.325,42340.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.375,44640.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.425,44860.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.475,44920.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.525,40960.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.575,44180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.625,44660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.675,44760.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.726,44260.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.776,43140.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.826,40980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.876,40020.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.926,29540.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,4.977,32780.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.027,32940.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.078,36900.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.128,41880.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.178,43540.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.228,41020.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.278,43120.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.328,43220.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.378,42740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.428,40440.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.479,41920.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.529,42900.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.579,42560.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.629,41900.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.679,43740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.729,44040.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.780,43720.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.830,42500.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.880,44140.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.930,39620.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,5.980,40020.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.030,41620.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.080,43000.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.130,41300.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.180,40680.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.231,41020.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.281,43340.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.331,43200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.381,44360.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.431,44680.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.481,43080.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.532,42600.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.582,44320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.632,41880.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.682,45780.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.732,43300.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.782,45400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.832,44180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.882,44800.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.932,41860.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,6.982,43900.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.033,44640.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.083,44920.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.133,43240.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.183,43940.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.233,43080.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.283,43420.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.333,43300.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.383,42840.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.434,44260.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.485,39763.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.535,38420.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.585,43440.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.635,43740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.686,44200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.736,41200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.786,43380.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.836,41840.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.886,43560.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.936,40600.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,7.986,42500.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.036,44140.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.087,39580.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.137,41800.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.187,44220.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.237,43100.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.287,42460.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.337,42940.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.387,41860.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.437,41880.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.487,42580.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.538,42920.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.588,43800.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.638,45040.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.688,44980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.738,43840.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.788,43980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.838,45000.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.888,42660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.938,40780.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,8.989,41520.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.039,43400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.089,44180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.139,44660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.189,43800.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.239,45300.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.289,45040.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.339,45120.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.389,44700.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.439,43400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.490,43660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.540,38160.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.590,39580.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.640,42520.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.690,42180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.740,37040.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.791,41220.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.841,40980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.891,41780.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.941,41200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,9.991,43400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.042,43660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.092,41700.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.142,41540.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.192,42740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.242,43520.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.292,41320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.342,43980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.393,43440.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.443,44560.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.493,43020.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.543,41400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.593,43060.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.643,42380.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.694,42180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.744,42560.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.794,40600.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.844,43800.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.895,42140.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.945,41760.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,10.995,41900.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.045,43860.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.095,44320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.145,41300.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.195,43480.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.245,44340.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.295,42380.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.345,44160.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.396,45220.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.446,44760.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.496,44480.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.546,42600.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.596,44280.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.646,42671.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.696,45520.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.746,43520.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.796,43760.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.846,42760.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.895,39916.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.945,40460.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,11.996,41980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.046,44440.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.096,42320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.145,42917.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.195,41360.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.245,44040.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.295,44520.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.345,43360.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.396,43400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.446,42800.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.497,44180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.547,41340.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.597,42620.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.647,44840.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.697,42160.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.747,42980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.797,44460.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.847,43200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.897,40420.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.948,40280.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,12.998,41620.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.048,41160.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.099,40200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.149,38700.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.199,42940.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.249,44600.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.299,43220.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.349,44500.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.399,43060.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.449,44880.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.499,44660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.549,43820.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.599,44500.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.650,44660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.700,40760.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.750,43940.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.800,43120.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.850,43140.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.900,42180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,13.950,43600.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.001,46080.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.050,43937.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.100,43880.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.150,43740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.200,43960.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.250,39660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.300,43400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.350,45161.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.400,43120.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.450,42520.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.500,38560.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.550,41520.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.600,34200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.650,39820.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.701,42260.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.750,40916.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.800,38260.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.850,41760.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.900,35200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,14.950,41640.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.000,42680.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.050,45380.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.100,44560.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.150,42160.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.200,42780.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.250,40660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.300,42400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.350,40920.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.401,40160.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.450,42080.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.500,40940.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.550,42180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.600,42380.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.650,43680.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.700,39400.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.750,38420.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.800,41320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.850,44720.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.900,41580.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,15.950,42580.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.000,43620.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.050,43500.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.100,45080.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.150,44480.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.200,44720.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.251,44660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.300,44733.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.350,44720.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.400,44380.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.450,43760.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.500,38600.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.550,42680.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.600,44420.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.650,43480.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.700,44200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.750,44040.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.800,43080.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.850,42620.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.900,42020.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,16.950,42660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.000,42162.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.050,44460.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.100,43460.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.150,43080.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.200,44080.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.250,42840.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.300,41960.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.350,43740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.400,43740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.450,43420.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.500,40300.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.550,39200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.600,41460.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.650,43360.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.700,40900.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.750,40980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.800,39140.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.850,41300.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.900,41240.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,17.951,40880.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.000,41100.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.050,42500.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.100,42440.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.150,42480.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.200,40900.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.250,44500.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.300,45420.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.350,44680.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.400,44360.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.450,41180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.500,43880.000,0
